SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
LAKSHADWEEP,1961,Actual,60.3,47.4,0,31.3,421.1,593.2,297.3,228.2,215.8,148.1,98.8,93.8,2235.3,107.7,452.4,1334.5,340.7
LAKSHADWEEP,1961,Percentage departure,117,195,-100,-30.1,151,80.1,4.9,11.5,33,-12,-21.2,53.5,39.2,145.6,99.3,36.2,-4
LAKSHADWEEP,1961,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1962,Actual,11.1,0,0,81.5,331.2,149.3,204.5,286.7,201.8,210.9,33.5,76.1,1586.6,11.1,412.7,842.3,320.5
LAKSHADWEEP,1962,Percentage departure,-60.1,-100,-100,82.1,97.4,-54.7,-27.8,40.1,24.3,25.3,-73.3,24.5,-1.2,-74.7,81.8,-14,-9.7
LAKSHADWEEP,1962,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1963,Actual,126.7,112.9,6.5,72.6,204.6,233,367,249.9,121.8,113.5,211.5,82.1,1902.1,239.6,283.7,971.7,407.1
LAKSHADWEEP,1963,Percentage departure,355.9,602.6,-55.3,62.2,22,-29.3,29.5,22.1,-25,-32.5,68.6,34.3,18.5,446.3,25,-0.8,14.7
LAKSHADWEEP,1963,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1964,Actual,2.5,3.5,5.2,40.4,64.2,376.1,407,174.6,342.5,120.9,90.8,24,1651.7,6,109.8,1300.2,235.7
LAKSHADWEEP,1964,Percentage departure,-91,-78.2,-64.3,-9.7,-61.7,14.2,43.6,-14.7,111,-28.1,-27.6,-60.7,2.9,-86.3,-51.6,32.7,-33.6
LAKSHADWEEP,1964,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1965,Actual,0.2,7.3,8.3,35,162.5,200.6,164.2,267.7,92.4,69.2,77.9,320.6,1405.9,7.5,205.8,724.9,467.7
LAKSHADWEEP,1965,Percentage departure,-99.3,-54.6,-43,-21.8,-3.1,-39.1,-42.1,30.8,-43.1,-58.9,-37.9,424.5,-12.4,-82.9,-9.4,-26,31.8
LAKSHADWEEP,1965,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1966,Actual,21.3,0.2,6.2,4.4,34.9,376.7,421.9,158.9,225.4,266.1,158,67.5,1741.5,21.5,45.5,1182.9,491.6
LAKSHADWEEP,1966,Percentage departure,-23.4,-98.8,-57.4,-90.2,-79.2,14.4,48.9,-22.3,38.9,58.1,26,10.4,8.5,-51,-80,20.7,38.6
LAKSHADWEEP,1966,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1967,Actual,7.8,2.7,0,0,148.3,301.2,380.1,196.9,100.4,92.3,24.5,33.1,1287.3,10.5,148.3,978.6,149.9
LAKSHADWEEP,1967,Percentage departure,-71.9,-83.2,-100,-100,-11.6,-8.6,34.1,-3.8,-38.1,-45.1,-80.5,-45.8,-19.8,-76.1,-34.7,-0.1,-57.8
LAKSHADWEEP,1967,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1968,Actual,8.7,1.8,30.6,45.4,16.6,393.8,439.8,84.1,202.8,46.5,31.4,42.9,1344.4,10.5,92.6,1120.5,120.8
LAKSHADWEEP,1968,Percentage departure,-68.7,-88.8,110.3,1.5,-90.1,19.5,55.2,-58.9,25,-72.4,-75,-29.8,-16.3,-76.1,-59.2,14.4,-66
LAKSHADWEEP,1968,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1969,Actual,30,4.1,0,63.3,237.9,125.6,149,225.3,95.9,162.3,157.5,165.2,1416.1,34.1,301.2,595.8,485
LAKSHADWEEP,1969,Percentage departure,8,-74.5,-100,41.5,41.8,-61.9,-47.4,10.1,-40.9,-3.5,25.6,170.3,-11.8,-22.2,32.7,-39.2,36.7
LAKSHADWEEP,1969,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1970,Actual,18.7,6.3,13.8,32.3,164.9,322.1,484.4,284.6,228.9,126.9,81.2,18.9,1783,25,211,1320,227
LAKSHADWEEP,1970,Percentage departure,-32.7,-60.8,-5.2,-27.8,-1.7,-2.2,70.9,39.1,41,-24.6,-35.3,-69.1,11.1,-43,-7.1,34.7,-36
LAKSHADWEEP,1970,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1971,Actual,3.8,12.3,5.4,25,271.6,333.9,308.1,349.6,281.8,113.8,63,133.1,1901.4,16.1,302,1273.4,309.9
LAKSHADWEEP,1971,Percentage departure,-86.3,-23.5,-62.9,-44.1,61.9,1.4,8.7,70.9,73.6,-32.4,-49.8,117.8,18.4,-63.3,33,30,-12.7
LAKSHADWEEP,1971,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1972,Actual,0,1.1,0,11.4,81.3,349.2,197.3,172.5,152,219.2,94.2,9.4,1287.6,1.1,92.7,871,322.8
LAKSHADWEEP,1972,Percentage departure,-100,-93.2,-100,-74.5,-51.5,6,-30.4,-15.7,-6.3,30.3,-24.9,-84.6,-19.8,-97.5,-59.2,-11.1,-9
LAKSHADWEEP,1972,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1973,Actual,0.3,5.8,0,40.7,96.3,260.5,299.9,437.9,57.3,150.9,108.1,99.7,1557.4,6.1,137,1055.6,358.7
LAKSHADWEEP,1973,Percentage departure,-98.9,-63.9,-100,-9.1,-42.6,-20.9,5.8,114,-64.7,-10.3,-13.8,63.1,-3,-86.1,-39.7,7.7,1.1
LAKSHADWEEP,1973,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1974,Actual,0,16.8,0.8,35.4,171.9,277.6,491.6,165.7,258.3,65.9,20.1,7.2,1511.3,16.8,208.1,1193.2,93.2
LAKSHADWEEP,1974,Percentage departure,-100,4.6,-94.5,-20.9,2.5,-15.7,73.5,-19,59.1,-60.8,-84,-88.2,-5.9,-61.7,-8.3,21.8,-73.7
LAKSHADWEEP,1974,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1975,Actual,8.6,0.7,18.4,92.9,282.2,250,278,348.4,299.5,111.6,155.2,45,1890.5,9.3,393.5,1175.9,311.8
LAKSHADWEEP,1975,Percentage departure,-69.1,-95.6,26.4,107.6,68.2,-24.1,-1.9,70.3,84.5,-33.7,23.7,-26.4,17.8,-78.8,73.3,20,-12.1
LAKSHADWEEP,1975,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1976,Actual,10.3,0,1.1,72.9,85.3,260.7,329.2,344.1,36.6,189.2,161.6,11.1,1502.1,10.3,159.3,970.6,361.9
LAKSHADWEEP,1976,Percentage departure,-62.9,-100,-92.4,62.9,-49.1,-20.9,16.2,68.2,-77.4,12.4,28.8,-81.8,-6.4,-76.5,-29.8,-0.9,2
LAKSHADWEEP,1976,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1977,Actual,1.4,38.2,16.5,27.6,256.8,460.7,337.4,125.3,90.7,248.4,243.8,1.4,1848.2,39.6,300.9,1014.1,493.6
LAKSHADWEEP,1977,Percentage departure,-95,137.7,13.4,-38.3,53.1,39.9,19,-38.8,-44.1,47.6,94.4,-97.7,15.1,-9.7,32.5,3.5,39.1
LAKSHADWEEP,1977,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1978,Actual,0.2,6.5,0.6,44.1,309.5,568.3,224.7,303.5,105.1,92.1,294.2,18.6,1967.4,6.7,354.2,1201.6,404.9
LAKSHADWEEP,1978,Percentage departure,-99.3,-59.5,-95.9,-1.5,84.5,72.5,-20.7,48.3,-35.2,-45.3,134.6,-69.6,22.5,-84.7,56,22.6,14.1
LAKSHADWEEP,1978,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1979,Actual,14.9,1.3,10,15.4,23.1,367.1,451.3,127.3,221.1,173.6,378.1,42.2,1825.4,16.2,48.5,1166.8,593.9
LAKSHADWEEP,1979,Percentage departure,-46.4,-91.9,-31.3,-65.6,-86.2,11.4,59.2,-37.8,36.2,3.2,201.5,-31,13.7,-63.1,-78.6,19.1,67.4
LAKSHADWEEP,1979,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1980,Actual,7.5,10.5,13.1,19.7,123.5,233.6,185,217.6,67,122.1,98.5,113.6,1211.7,18,156.3,703.2,334.2
LAKSHADWEEP,1980,Percentage departure,-73,-34.7,-10,-56,-26.4,-29.1,-34.7,6.3,-58.7,-27.4,-21.5,85.9,-24.5,-59,-31.2,-28.2,-5.8
LAKSHADWEEP,1980,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1981,Actual,1.8,20.4,0.6,22.3,208.6,421.5,168.9,213.3,281.4,167.4,76.6,34.6,1617.4,22.2,231.5,1085.1,278.6
LAKSHADWEEP,1981,Percentage departure,-93.5,27,-95.9,-50.2,24.4,28,-40.4,4.2,73.4,-0.5,-38.9,-43.4,0.7,-49.4,2,10.8,-21.5
LAKSHADWEEP,1981,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1982,Actual,1.6,0.4,0.6,0.4,106.8,321.6,254.5,326.1,121.3,70.7,178.6,9.4,1392,2,107.8,1023.5,258.7
LAKSHADWEEP,1982,Percentage departure,-94.2,-97.5,-95.9,-99.1,-36.3,-2.4,-10.2,59.4,-25.3,-58,42.4,-84.6,-13.3,-95.4,-52.5,4.5,-27.1
LAKSHADWEEP,1982,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1983,Actual,1.4,0,0,0.2,113.5,215,277,375,219.8,77.6,71.2,52.5,1403.2,1.4,113.7,1086.8,201.3
LAKSHADWEEP,1983,Percentage departure,-95,-100,-100,-99.6,-32.3,-34.7,-2.3,83.3,35.4,-53.9,-43.2,-14.1,-12.6,-96.8,-49.9,10.9,-43.3
LAKSHADWEEP,1983,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1984,Actual,71.1,114.9,96.7,65.1,46.7,318.9,271.5,124.9,83.1,218.3,155.4,25,1591.6,186,208.5,798.4,398.7
LAKSHADWEEP,1984,Percentage departure,155.9,615.1,564.5,45.5,-72.2,-3.2,-4.2,-39,-48.8,29.7,23.9,-59.1,-0.9,324.1,-8.2,-18.5,12.4
LAKSHADWEEP,1984,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1985,Actual,6.4,0,27.4,11.1,182.9,326.1,152.1,203,206.4,42,62.3,83.7,1303.4,6.4,221.4,887.6,188
LAKSHADWEEP,1985,Percentage departure,-77,-100,88.3,-75.2,9,-1,-46.3,-0.8,27.2,-75,-50.3,36.9,-18.8,-85.4,-2.5,-9.4,-47
LAKSHADWEEP,1985,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1986,Actual,12.4,3,25.3,6.5,102.1,399.2,193.3,218.3,179.9,128.6,147.8,49.5,1465.9,15.4,133.9,990.7,325.9
LAKSHADWEEP,1986,Percentage departure,-55.4,-81.3,73.9,-85.5,-39.1,21.2,-31.8,6.7,10.8,-23.6,17.8,-19,-8.7,-64.9,-41,1.1,-8.1
LAKSHADWEEP,1986,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1987,Actual,1.9,1.5,0,16.5,72.9,389.3,29.4,284.7,183.4,133,47.7,128.3,1288.6,3.4,89.4,886.8,309
LAKSHADWEEP,1987,Percentage departure,-93.2,-90.7,-100,-63.1,-56.5,18.2,-89.6,39.1,13,-21,-62,109.9,-19.7,-92.2,-60.6,-9.5,-12.9
LAKSHADWEEP,1987,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1988,Actual,0.8,7,0.9,54,142.8,352.5,293.6,240.9,240.9,28.9,82.7,5.8,1450.8,7.8,197.7,1127.9,117.4
LAKSHADWEEP,1988,Percentage departure,-97.1,-56.4,-93.8,20.7,-14.9,7,3.6,17.7,48.4,-82.8,-34.1,-90.5,-9.6,-82.2,-12.9,15.1,-66.9
LAKSHADWEEP,1988,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1989,Actual,20.6,0,4.4,93,106.7,473.5,387.5,167.3,216.3,172.4,69.2,3.5,1714.4,20.6,204.1,1244.6,245.1
LAKSHADWEEP,1989,Percentage departure,-25.9,-100,-69.8,107.8,-36.4,43.7,36.7,-18.2,33.3,2.5,-44.8,-94.3,6.8,-53,-10.1,27,-30.9
LAKSHADWEEP,1989,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1990,Actual,38.9,0.3,21.4,0,191.1,181.6,334,123.5,98.9,160.4,155.4,5,1310.5,39.2,212.5,738,320.8
LAKSHADWEEP,1990,Percentage departure,40,-98.1,47.1,-100,13.9,-44.9,17.8,-39.6,-39.1,-4.7,23.9,-91.8,-18.4,-10.6,-6.4,-24.7,-9.6
LAKSHADWEEP,1990,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1991,Actual,12.3,0,18.7,12.3,68,604.3,241.1,253.8,45.7,222.7,75.5,28.6,1583,12.3,99,1144.9,326.8
LAKSHADWEEP,1991,Percentage departure,-55.7,-100,28.5,-72.5,-59.5,83.4,-14.9,24,-71.8,32.4,-39.8,-53.2,-1.4,-72,-56.4,16.9,-7.9
LAKSHADWEEP,1991,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1992,Actual,4,0.1,0,3.3,128.1,346.6,363,373.3,95.1,120.4,69.3,31.7,1534.9,4.1,131.4,1178,221.4
LAKSHADWEEP,1992,Percentage departure,-85.6,-99.4,-100,-92.6,-23.6,5.2,28.1,82.4,-41.4,-28.4,-44.7,-48.1,-4.4,-90.7,-42.1,20.2,-37.6
LAKSHADWEEP,1992,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1993,Actual,1.2,0.5,0.2,0.2,56.5,276.1,346.7,154.4,161,131.6,280.5,40.8,1449.7,1.7,56.9,938.2,452.9
LAKSHADWEEP,1993,Percentage departure,-95.7,-96.9,-98.6,-99.6,-66.3,-16.2,22.3,-24.5,-0.8,-21.8,123.7,-33.2,-9.7,-96.1,-74.9,-4.2,27.6
LAKSHADWEEP,1993,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1994,Actual,12.4,66.6,34.8,88.8,78.9,361.1,240.2,219.7,76.2,213.5,153.7,1.2,1547.1,79,202.5,897.2,368.4
LAKSHADWEEP,1994,Percentage departure,-55.4,314.5,139.2,98.4,-53,9.6,-15.2,7.4,-53.1,26.9,22.6,-98,-3.6,80.1,-10.8,-8.4,3.8
LAKSHADWEEP,1994,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1995,Actual,131.3,18.5,0.3,315.4,179.6,286,486.7,384.8,71.8,81,72.2,3.3,2030.9,149.8,495.3,1229.3,156.5
LAKSHADWEEP,1995,Percentage departure,372.5,15.1,-97.9,604.8,7.1,-13.2,71.7,88.1,-55.8,-51.9,-42.4,-94.6,26.5,241.6,118.1,25.5,-55.9
LAKSHADWEEP,1995,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1996,Actual,44.7,1.1,1.6,17.4,50,427.1,335.3,197.3,230.4,109,60.5,131.6,1606,45.8,69,1190.1,301.1
LAKSHADWEEP,1996,Percentage departure,60.9,-93.2,-89,-61.1,-70.2,29.7,18.3,-3.6,42,-35.2,-51.8,115.3,0,4.4,-69.6,21.5,-15.1
LAKSHADWEEP,1996,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1997,Actual,2.2,0.1,4.9,33.8,62.3,307,459.6,216.8,144,213.5,200.8,119.7,1764.7,2.3,101,1127.4,534
LAKSHADWEEP,1997,Percentage departure,-92.1,-99.4,-66.3,-24.5,-62.9,-6.8,62.2,6,-11.3,26.9,60.1,95.8,9.9,-94.8,-55.5,15.1,50.5
LAKSHADWEEP,1997,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1998,Actual,52,0,1.8,40.3,68.2,382,388.8,196.7,274.7,184.8,144.1,253.5,1986.9,52,110.3,1242.2,582.4
LAKSHADWEEP,1998,Percentage departure,87.1,-100,-87.6,-9.9,-59.3,16,37.2,-3.9,69.2,9.8,14.9,314.8,23.8,18.6,-51.4,26.8,64.1
LAKSHADWEEP,1998,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,1999,Actual,47.8,2.5,18.3,20.6,416.7,279.6,459.4,133.8,73.4,305,51.2,49,1857.3,50.3,455.6,946.2,405.2
LAKSHADWEEP,1999,Percentage departure,72,-84.4,25.8,-54,148.4,-15.1,62.1,-34.6,-54.8,81.3,-59.2,-19.8,15.7,14.7,100.7,-3.4,14.2
LAKSHADWEEP,1999,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2000,Actual,83.3,18.9,3.4,47.9,204.6,225.4,95.5,319.9,164.5,141.4,56.3,11,1372.1,102.2,255.9,805.3,208.7
LAKSHADWEEP,2000,Percentage departure,199.8,17.6,-76.6,7,22,-31.6,-66.3,56.3,1.4,-16,-55.1,-82,-14.5,133,12.7,-17.8,-41.2
LAKSHADWEEP,2000,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2001,Actual,4.4,20.4,0,104.6,187.3,283.9,198.9,144.3,213.5,105.2,101.5,16.6,1380.6,24.8,291.9,840.6,223.3
LAKSHADWEEP,2001,Percentage departure,-84.2,27,-100,133.7,11.7,-13.8,-29.8,-29.5,31.5,-37.5,-19.1,-72.8,-14,-43.5,28.6,-14.2,-37.1
LAKSHADWEEP,2001,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2002,Actual,10.8,16.8,7.2,23.4,189.8,261.8,81.3,143.9,50,178.2,52.9,17.4,1033.5,27.6,220.4,537,248.5
LAKSHADWEEP,2002,Percentage departure,-61.1,4.6,-50.5,-47.7,13.1,-20.5,-71.3,-29.7,-69.2,5.9,-57.8,-71.5,-35.6,-37.1,-2.9,-45.2,-30
LAKSHADWEEP,2002,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2003,Actual,11.8,18.2,28.5,18.1,109.6,364.5,400.6,92.1,84.3,191.6,206.1,7.5,1532.9,30,156.2,941.5,405.2
LAKSHADWEEP,2003,Percentage departure,-57.5,13.3,95.9,-59.6,-34.7,10.7,41.3,-55,-48.1,13.9,64.3,-87.7,-4.5,-31.6,-31.2,-3.9,14.2
LAKSHADWEEP,2003,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2004,Actual,7.2,1.5,1.9,7.7,330.2,251.2,280.8,169.5,200,193.4,107.6,2.2,1553.2,8.7,339.8,901.5,303.2
LAKSHADWEEP,2004,Percentage departure,-74.1,-90.7,-86.9,-82.8,96.8,-23.7,-0.9,-17.2,23.2,14.9,-14.2,-96.4,-3.3,-80.2,49.7,-8,-14.5
LAKSHADWEEP,2004,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2005,Actual,17.6,11.1,0,37,92.8,248.5,378.9,102.4,278,164.2,218.3,26.6,1575.4,28.7,129.8,1007.8,409.1
LAKSHADWEEP,2005,Percentage departure,-36.7,-30.9,-100,-17.3,-44.7,-24.6,33.7,-50,71.3,-2.4,74.1,-56.5,-1.9,-34.6,-42.8,2.9,15.3
LAKSHADWEEP,2005,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2006,Actual,20.1,0,33,0.3,327.9,286.9,172.3,150.7,318.5,119.1,158.9,10.9,1598.6,20.1,361.2,928.4,288.9
LAKSHADWEEP,2006,Percentage departure,-27.7,-100,126.8,-99.3,95.5,-12.9,-39.2,-26.3,96.2,-29.2,26.7,-82.2,-0.4,-54.2,59.1,-5.2,-18.6
LAKSHADWEEP,2006,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2007,Actual,2.5,4.2,0.2,22.2,166.2,573.4,427.4,294.7,457.5,256.1,47.6,109.6,2361.6,6.7,188.6,1753,413.3
LAKSHADWEEP,2007,Percentage departure,-91,-73.9,-98.6,-50.4,-0.9,74.1,50.8,44,181.9,52.2,-62,79.3,47.1,-84.7,-16.9,78.9,16.5
LAKSHADWEEP,2007,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2008,Actual,5.5,19.8,120.7,15.8,180.4,254.6,363.9,206.6,108.9,252.9,67.6,130.1,1726.8,25.3,316.9,934,450.6
LAKSHADWEEP,2008,Percentage departure,-80.2,23.2,729.5,-64.7,7.5,-22.7,28.4,1,-32.9,50.3,-46.1,112.9,7.6,-42.3,39.6,-4.7,27
LAKSHADWEEP,2008,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2009,Actual,4.7,1.5,0.1,18.1,162.1,401.2,266.4,185,145.1,87.4,166.2,132.3,1570.1,6.2,180.3,997.7,385.9
LAKSHADWEEP,2009,Percentage departure,-83.1,-90.7,-99.3,-59.6,-3.4,21.8,-6,-9.6,-10.6,-48.1,32.5,116.5,-2.2,-85.9,-20.6,1.8,8.8
LAKSHADWEEP,2009,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2010,Actual,18.8,0,1.2,35.6,79,318.9,336.7,335.1,161.5,155.4,201.5,81.5,1725.2,18.8,115.8,1152.2,438.4
LAKSHADWEEP,2010,Percentage departure,-32.3,-100,-91.8,-20.4,-52.9,-3.2,18.8,63.8,-0.5,-7.6,60.7,33.3,7.5,-57.1,-49,17.6,23.6
LAKSHADWEEP,2010,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2011,Actual,5.1,2.8,3.1,85.9,107.2,153.6,350.2,254,255.2,117.4,184.3,14.9,1533.7,7.9,196.2,1013,316.6
LAKSHADWEEP,2011,Percentage departure,-81.6,-82.6,-78.7,92,-36.1,-53.4,23.6,24.1,57.2,-30.2,46.9,-75.6,-4.5,-82,-13.6,3.4,-10.8
LAKSHADWEEP,2011,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2012,Actual,19.2,0.1,1.6,76.8,21.2,327,231.5,381.2,179.8,145.9,12.4,8.8,1405.5,19.3,99.6,1119.5,167.1
LAKSHADWEEP,2012,Percentage departure,-30.9,-99.4,-89,71.6,-87.4,-0.7,-18.3,86.3,10.8,-13.3,-90.1,-85.6,-12.5,-56,-56.1,14.3,-52.9
LAKSHADWEEP,2012,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2013,Actual,26.2,34.4,37.5,5.3,88.3,426.2,296.4,154.4,180,72.8,78.1,26.7,1426.3,60.6,131.1,1057,177.6
LAKSHADWEEP,2013,Percentage departure,-5.7,114.1,157.7,-88.2,-47.4,29.4,4.6,-24.5,10.9,-56.7,-37.7,-56.3,-11.2,38.2,-42.3,7.9,-49.9
LAKSHADWEEP,2013,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2014,Actual,53.2,16.1,4.4,14.9,57.4,244.1,116.1,466.1,132.2,169.2,59,62.3,1395,69.3,76.7,958.5,290.5
LAKSHADWEEP,2014,Percentage departure,91.4,0.2,-69.8,-66.7,-65.8,-25.9,-59,127.8,-18.5,0.6,-53,1.9,-13.1,58,-66.2,-2.2,-18.1
LAKSHADWEEP,2014,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
LAKSHADWEEP,2015,Actual,2.2,0.5,3.7,87.1,133.1,296.6,257.5,146.4,160.4,165.4,231,159,1642.9,2.7,223.9,860.9,555.4
LAKSHADWEEP,2015,Percentage departure,-92.1,-96.9,-74.6,94.6,-20.7,-10,-9.1,-28.4,-1.2,-1.7,84.2,160.1,2.3,-93.8,-1.4,-12.1,56.5
LAKSHADWEEP,2015,No. of districts,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
MADHYA MAHARASHTRA,1901-2015,Mean,3.2,1.4,3.2,9.3,23.4,148.4,249.7,184.8,157.5,70.6,26.6,6,884,4.6,35.8,740.3,103.2
MADHYA MAHARASHTRA,1901-2015,Standard deviation,6.8,2.9,5.1,9.6,22.6,54.5,73.9,67.6,65.2,48.4,34.6,12.0,159.8,7.4,24.1,142.7,58.3
MADHYA MAHARASHTRA,1901-2015,Coefficient of variation,212.4,208.4,158.0,103.0,96.7,36.7,29.6,36.6,41.4,68.5,129.9,199.8,18.1,161.2,67.4,19.3,56.5
MADHYA MAHARASHTRA,1901,Actual,18.8,0.6,7.7,36.6,30.4,107.7,215.9,194.1,83.7,68.7,4.4,0.5,769,19.4,74.7,601.4,73.5
MADHYA MAHARASHTRA,1901,Percentage departure,497,-60.7,144.5,294.5,29.7,-27.4,-13.5,5,-46.8,-2.8,-83.6,-92.2,-13,323.6,108.4,-18.8,-28.8
MADHYA MAHARASHTRA,1901,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
MADHYA MAHARASHTRA,1902,Actual,7.8,0,0.1,5,9.8,102.6,210.9,114.5,169.5,60.4,40.5,62.9,784,7.8,14.9,597.5,163.8
MADHYA MAHARASHTRA,1902,Percentage departure,147.1,-99.3,-96.6,-46.2,-57.9,-30.9,-15.5,-38.1,7.6,-14.5,52.2,951.3,-11.3,70.5,-58.3,-19.3,58.6
MADHYA MAHARASHTRA,1902,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
